zip_code,State_Name,city,avarege_income
10025,New York,New York,97464
10025,New York,New York,58343
10035,New York,New York,81404
10027,New York,New York,38265
10027,New York,New York,32743
10030,New York,New York,59090
10031,New York,New York,52643
10453,New York,Bronx,36098
10032,New York,New York,55886
10033,New York,New York,57553
10040,New York,New York,62701
10282,New York,New York,167241
14305,New York,Niagara Falls,21905
14304,New York,Niagara Falls,62840
14120,New York,North Tonawanda,49612
14094,New York,Lockport,43371
14108,New York,Newfane,61197
14131,New York,Ransomville,74855
10462,New York,Bronx,59479
13502,New York,Utica,25591
13502,New York,Utica,33278
13440,New York,Rome,83388
13492,New York,Whitesboro,85278
13440,New York,Rome,65533
13413,New York,New Hartford,74613
13403,New York,Marcy,82929
13208,New York,Syracuse,47136
13208,New York,Syracuse,42185
13204,New York,Syracuse,47639
10468,New York,Bronx,47247
13204,New York,Syracuse,38970
13207,New York,Syracuse,34949
13210,New York,Syracuse,55547
13212,New York,North Syracuse,84938
13090,New York,Liverpool,45781
13027,New York,Baldwinsville,97456
13031,New York,Camillus,67776
13088,New York,Liverpool,74218
13214,New York,Dewitt,72693
13057,New York,East Syracuse,85471
10463,New York,Bronx,38002
13108,New York,Marcellus,82992
14564,New York,Victor,98057
14424,New York,Canandaigua,71887
14456,New York,Geneva,63800
12550,New York,Newburgh,46070
12550,New York,Newburgh,94941
10919,New York,Circleville,99826
12771,New York,Port Jervis,99423
12553,New York,New Windsor,68147
10928,New York,Highland Falls,113324
10461,New York,Bronx,63802
10921,New York,Florida,102131
10950,New York,Monroe,40304
14470,New York,Holley,57428
13044,New York,Constantia,64105
13069,New York,Fulton,64052
13126,New York,Oswego,67227
12197,New York,Worcester,59232
13849,New York,Unadilla,58733
10541,New York,Mahopac,116744
11101,New York,Long Island City,132964
10469,New York,Bronx,89554
11421,New York,Woodhaven,73364
11416,New York,Ozone Park,69714
11101,New York,Long Island City,29818
11106,New York,Long Island City,64205
11102,New York,Long Island City,82967
11417,New York,Ozone Park,92331
11420,New York,South Ozone Park,78308
11105,New York,Long Island City,70254
11105,New York,Long Island City,95519
11415,New York,Kew Gardens,80470
10458,New York,Bronx,51362
11103,New York,Long Island City,73883
11106,New York,Astoria,57317
11420,New York,South Ozone Park,64372
11436,New York,South Ozone Park,70675
11435,New York,Jamaica,85428
11435,New York,Jamaica,74973
11377,New York,Woodside,56384
11377,New York,Woodside,64955
11377,New York,Woodside,64391
11372,New York,Jackson Heights,48576
10469,New York,Bronx,54483
11372,New York,Jackson Heights,67081
11377,New York,Woodside,70534
11369,New York,East Elmhurst,71948
11369,New York,East Elmhurst,56067
11368,New York,Corona,68906
11412,New York,Saint Albans,85511
12180,New York,Troy,47180
11368,New York,Corona,61151
11368,New York,Corona,52427
11432,New York,Jamaica,58402
11373,New York,Elmhurst,57446
10460,New York,Bronx,31210
11373,New York,Elmhurst,61446
11373,New York,Elmhurst,69586
11423,New York,Hollis,86576
11377,New York,Woodside,66533
11412,New York,Saint Albans,70293
11428,New York,Queens Village,66334
11385,New York,Ridgewood,56038
11428,New York,Queens Village,77353
11385,New York,Ridgewood,59264
11378,New York,Maspeth,74687
10467,New York,Bronx,34549
11379,New York,Middle Village,81408
11413,New York,Springfield Gardens,0
11385,New York,Glendale,94092
11422,New York,Rosedale,83555
11373,New York,Elmhurst,86417
11413,New York,Springfield Gardens,85340
11375,New York,Forest Hills,82709
11375,New York,Forest Hills,91369
11415,New York,Kew Gardens,96828
11436,New York,South Ozone Park,67291
10457,New York,Bronx,30860
11420,New York,South Ozone Park,72287
11355,New York,Flushing,56369
11354,New York,Flushing,57362
11356,New York,College Point,72055
11692,New York,Arverne,76035
11357,New York,Whitestone,84319
11691,New York,Far Rockaway,58208
11693,New York,Broad Channel,0
11358,New York,Flushing,112786
11358,New York,Flushing,78869
10455,New York,Bronx,40740
11355,New York,Flushing,75435
11366,New York,Flushing,74228
11365,New York,Flushing,100189
11365,New York,Flushing,106962
11361,New York,Bayside,86500
11426,New York,Bellerose,71496
12182,New York,Troy,44359
12180,New York,Troy,80467
12180,New York,Troy,91088
12196,New York,West Sand Lake,83499
10466,New York,Bronx,52555
12125,New York,New Lebanon,72573
10305,New York,Staten Island,97842
10301,New York,Staten Island,108655
10310,New York,Staten Island,84613
10306,New York,Staten Island,94922
10308,New York,Staten Island,93503
10312,New York,Staten Island,96728
10312,New York,Staten Island,119088
10302,New York,Staten Island,55398
10307,New York,Staten Island,95015
10470,New York,Bronx,66350
10314,New York,Staten Island,90304
10308,New York,Staten Island,0
10927,New York,Haverstraw,56384
10960,New York,Upper Nyack,96421
10956,New York,New City,104861
10901,New York,Suffern,80729
12203,New York,Albany,81094
10977,New York,Spring Valley,57151
10913,New York,Blauvelt,98589
13660,New York,Madrid,63519
13669,New York,Ogdensburg,49624
10466,New York,Bronx,76922
13642,New York,Gouverneur,55386
12134,New York,Edinburg,62493
12866,New York,Saratoga Springs,88525
12020,New York,Ballston Spa,96744
12188,New York,Waterford,98166
12019,New York,Ballston Lake,112609
12304,New York,Schenectady,46669
12304,New York,Schenectady,63352
12302,New York,Scotia,76437
12306,New York,Schenectady,60419
10466,New York,Bronx,66871
12043,New York,Cobleskill,63992
13148,New York,Seneca Falls,62420
14873,New York,Prattsburgh,60811
14810,New York,Bath,44646
16920,New York,Elkland,49078
11743,New York,Huntington,175691
11768,New York,Northport,125270
11746,New York,Huntington Station,128114
11731,New York,Elwood,124628
11747,New York,Melville,133597
10475,New York,Bronx,58075
11729,New York,Deer Park,112430
11746,New York,Dix Hills,109918
11701,New York,Amityville,81294
11757,New York,Lindenhurst,81541
11702,New York,Babylon,113996
11754,New York,Kings Park,118355
11788,New York,Hauppauge,132605
11717,New York,Brentwood,73711
11779,New York,Ronkonkoma,98927
11751,New York,Islip,120704
13904,New York,Binghamton,51695
11752,New York,Islip Terrace,112103
11741,New York,Holbrook,105363
11795,New York,West Islip,144676
11730,New York,East Islip,130240
11705,New York,Bayport,133844
11720,New York,Centereach,100800
12211,New York,Loudonville,117882
11777,New York,Port Jefferson,141238
11764,New York,Miller Place,100015
11786,New York,Shoreham,115084
11784,New York,Selden,82762
13802,New York,Maine,71522
11784,New York,Selden,72114
11772,New York,Patchogue,92119
11772,New York,East Patchogue,101902
11967,New York,Shirley,89851
11933,New York,Calverton,94753
11964,New York,Shelter Island,120352
11932,New York,Bridgehampton,122630
11954,New York,Montauk,85303
12733,New York,Fallsburg,51899
12701,New York,Monticello,59129
13787,New York,Harpursville,59292
13732,New York,Apalachin,80871
14850,New York,Ithaca,54896
14881,New York,Slaterville Springs,72777
12477,New York,Saugerties,91271
12449,New York,Lake Katrine,64939
12401,New York,Kingston,59224
12561,New York,New Paltz,66739
12428,New York,Ellenville,58644
12801,New York,Glens Falls,59360
12885,New York,Warrensburg,62984
13760,New York,Endwell,70319
12887,New York,Whitehall,54044
12816,New York,Cambridge,53476
14589,New York,Williamson,62979
14516,New York,North Rose,80282
10705,New York,Yonkers,75895
10703,New York,Yonkers,73657
10704,New York,Yonkers,87664
10703,New York,Yonkers,120657
10710,New York,Yonkers,65592
10550,New York,Mount Vernon,44823
13905,New York,Binghamton,36834
10550,New York,Mount Vernon,65887
10709,New York,Eastchester,95673
10805,New York,New Rochelle,74752
10801,New York,New Rochelle,87170
10543,New York,Mamaroneck,109442
10573,New York,Port Chester,113763
10604,New York,White Plains,88006
10605,New York,White Plains,164324
10502,New York,Ardsley,167847
10502,New York,Ardsley,149251
14727,New York,Cuba,0
10594,New York,Thornwood,158331
10590,New York,South Salem,140701
10562,New York,Ossining,60381
10566,New York,Peekskill,71084
10517,New York,Crompond,98626
10540,New York,Lincolndale,123184
14011,New York,Attica,64652
14837,New York,Dundee,63311
12207,New York,Albany,52477
12226,New York,Albany,41249
14743,New York,Hinsdale,57673
12210,New York,Albany,42473
12206,New York,Albany,31280
12208,New York,Albany,83977
12203,New York,Albany,64362
12209,New York,Albany,42586
12202,New York,Albany,22675
12047,New York,Cohoes,67002
12047,New York,Cohoes,78728
12189,New York,Watervliet,52444
12110,New York,Latham,112476
13143,New York,Red Creek,60071
12047,New York,Cohoes,122977
12204,New York,Menands,68728
12205,New York,Albany,89149
12205,New York,Albany,72624
12206,New York,Albany,83442
12054,New York,Delmar,72342
12158,New York,Selkirk,79396
12186,New York,Voorheesville,104111
12303,New York,Schenectady,95357
12084,New York,Guilderland,130622
13026,New York,Aurora,76199
12084,New York,Guilderland,77955
14727,New York,Cuba,42499
14727,New York,Cuba,64632
14804,New York,Almond,66769
14895,New York,Wellsville,47946
14711,New York,Belfast,51894
10473,New York,Bronx,0
10454,New York,Bronx,48705
10473,New York,Bronx,43173
10454,New York,Bronx,22914
14701,New York,Jamestown,37622
10473,New York,Bronx,49662
10473,New York,Bronx,55747
10454,New York,Bronx,28497
10454,New York,Bronx,48186
10472,New York,Bronx,26459
10472,New York,Bronx,36467
10472,New York,Bronx,42851
10472,New York,Bronx,52401
10472,New York,Bronx,32663
10451,New York,Bronx,27488
14048,New York,Dunkirk,38618
10472,New York,Bronx,43781
10455,New York,Bronx,27989
10472,New York,Bronx,45164
10455,New York,Bronx,27935
10473,New York,Bronx,58121
10459,New York,Bronx,43186
12054,New York,Delmar,107330
10473,New York,Bronx,19304
10474,New York,Bronx,40044
10473,New York,Bronx,68610
10474,New York,Bronx,0
14757,New York,Mayville,64938
10459,New York,Bronx,34183
10459,New York,Bronx,23024
10465,New York,Bronx,112048
10465,New York,Bronx,92283
10465,New York,Bronx,41949
10456,New York,Bronx,26220
10465,New York,Bronx,84835
10465,New York,Bronx,83824
10460,New York,Bronx,27427
10457,New York,Bronx,28191
14701,New York,Jamestown,59527
10456,New York,Bronx,38123
10456,New York,Bronx,39622
10456,New York,Bronx,29505
10461,New York,Bronx,83850
10452,New York,Bronx,44386
10452,New York,Bronx,56121
10452,New York,Bronx,48073
10461,New York,Bronx,40740
10453,New York,Bronx,48205
10462,New York,Bronx,58164
14905,New York,Elmira,63865
10462,New York,Bronx,68804
10452,New York,Bronx,27010
10453,New York,Bronx,30108
10460,New York,Bronx,52263
10460,New York,Bronx,34524
10462,New York,Bronx,52227
10462,New York,Bronx,37198
10457,New York,Bronx,53380
10457,New York,Bronx,37632
10457,New York,Bronx,32585
14845,New York,Horseheads,54084
10453,New York,Bronx,22761
10468,New York,Bronx,42947
10453,New York,Bronx,26721
10453,New York,Bronx,31998
10453,New York,Bronx,28840
10462,New York,Bronx,79194
10453,New York,Bronx,10748
10453,New York,Bronx,29321
10468,New York,Bronx,36800
10461,New York,Bronx,66366
13815,New York,Norwich,57505
10468,New York,Bronx,36673
10463,New York,Bronx,41258
10461,New York,Bronx,97472
10463,New York,Bronx,56356
10463,New York,Bronx,58842
10461,New York,Bronx,112491
10463,New York,Bronx,117099
10463,New York,Bronx,100274
10463,New York,Bronx,113492
10463,New York,Bronx,93265
12919,New York,Champlain,62284
10469,New York,Bronx,77676
10471,New York,Bronx,97935
10467,New York,Bronx,41604
10467,New York,Bronx,57479
10469,New York,Bronx,24566
10469,New York,Bronx,54669
10471,New York,Bronx,93618
10471,New York,Bronx,82551
10475,New York,Bronx,48440
10460,New York,Bronx,13978
12901,New York,Plattsburgh,30288
10460,New York,Bronx,41094
10457,New York,Bronx,40352
10467,New York,Bronx,58347
10457,New York,Bronx,28376
10457,New York,Bronx,31910
10457,New York,Bronx,54857
10457,New York,Bronx,34126
10469,New York,Bronx,60146
10458,New York,Bronx,37971
10467,New York,Bronx,45041
12029,New York,Canaan,85317
10466,New York,Bronx,36492
10458,New York,Bronx,27435
10458,New York,Bronx,28358
10458,New York,Bronx,45766
10466,New York,Bronx,52723
10458,New York,Bronx,43746
10458,New York,Bronx,34451
10468,New York,Bronx,44537
10470,New York,Bronx,65888
10466,New York,Bronx,36660
12534,New York,Hudson,65821
10466,New York,Bronx,30797
10467,New York,Bronx,55713
10458,New York,Bronx,43187
10467,New York,Bronx,46427
10467,New York,Bronx,41988
10467,New York,Bronx,46590
10466,New York,Bronx,73678
10470,New York,Bronx,86124
10466,New York,Bronx,78583
10475,New York,Bronx,21283
13158,New York,Truxton,62457
10475,New York,Bronx,0
13905,New York,Binghamton,47925
13901,New York,Binghamton,34977
13904,New York,Binghamton,57706
13905,New York,Binghamton,35275
13905,New York,Binghamton,18516
12303,New York,Schenectady,104642
13903,New York,Binghamton,71987
13802,New York,Maine,69267
13803,New York,Marathon,59141
13901,New York,Binghamton,60107
13803,New York,Marathon,59952
13787,New York,Harpursville,58456
13865,New York,Windsor,62465
13748,New York,Conklin,71306
13905,New York,Binghamton,60129
13760,New York,Endwell,69860
13760,New York,Endicott,85449
13760,New York,Endicott,44445
13760,New York,Endicott,39871
13905,New York,Binghamton,43418
13790,New York,Johnson City,52708
13753,New York,Delhi,112500
13850,New York,Vestal,69632
13850,New York,Vestal,90454
14779,New York,Salamanca,39349
14171,New York,West Valley,67016
14719,New York,Cattaraugus,46589
14737,New York,Franklinville,50276
14706,New York,Allegany,51080
16701,New York,Bradford,45992
14760,New York,Olean,55145
14743,New York,Hinsdale,53022
12538,New York,Hyde Park,100825
13033,New York,Cato,65360
13140,New York,Port Byron,81255
13118,New York,Moravia,62657
13026,New York,Aurora,80625
13021,New York,Auburn,33105
13021,New York,Auburn,42079
13021,New York,Auburn,46847
14701,New York,Jamestown,30759
14701,New York,Jamestown,62215
14701,New York,Jamestown,48614
12524,New York,Fishkill,87731
14701,New York,Jamestown,67755
14048,New York,Dunkirk,50956
14063,New York,Fredonia,71846
14063,New York,Fredonia,54140
14757,New York,Mayville,59415
14787,New York,Westfield,62887
14767,New York,Panama,57800
14701,New York,Jamestown,56365
14733,New York,Falconer,99202
14901,New York,Elmira,35459
12540,New York,Lagrangeville,115983
14905,New York,Elmira,46504
14904,New York,Elmira,34387
14904,New York,Elmira,41335
14814,New York,Big Flats,76579
14845,New York,Horseheads,44637
14845,New York,Horseheads,79480
14905,New York,Elmira,100110
14904,New York,Elmira,52066
13460,New York,Sherburne,50785
13815,New York,Norwich,41668
12569,New York,Pleasant Valley,76791
13411,New York,New Berlin,66823
13830,New York,Oxford,57543
13778,New York,Greene,72155
12919,New York,Champlain,69084
12958,New York,Mooers,53593
12992,New York,West Chazy,74274
12901,New York,Plattsburgh,68558
12901,New York,Plattsburgh,74071
12981,New York,Saranac,82523
12972,New York,Peru,79062
12590,New York,Wappingers Falls,89987
12901,New York,Plattsburgh,45768
12037,New York,Chatham,114504
12051,New York,Coxsackie,68292
12521,New York,Craryville,86635
12534,New York,Hudson,40519
12526,New York,Germantown,71953
12567,New York,Pine Plains,79003
13077,New York,Homer,87055
13101,New York,Mcgraw,68488
13045,New York,Cortland,50358
12590,New York,Wappingers Falls,101451
13045,New York,Cortland,101487
13045,New York,Cortland,69536
13750,New York,Davenport,61178
13849,New York,Unadilla,47386
13856,New York,Walton,24505
13842,New York,South Kortright,56633
12455,New York,Margaretville,39097
12501,New York,Amenia,89140
12570,New York,Poughquag,132844
12522,New York,Dover Plains,46380
12508,New York,Beacon,77515
12590,New York,Wappingers Falls,75739
12533,New York,Hopewell Junction,86452
12508,New York,Beacon,64289
12524,New York,Fishkill,71335
12538,New York,Hyde Park,103716
12540,New York,Lagrangeville,111244
12571,New York,Red Hook,83979
12564,New York,Pawling,66055
12569,New York,Pleasant Valley,80217
12603,New York,Poughkeepsie,68835
12590,New York,Wappingers Falls,65388
12603,New York,Poughkeepsie,112721
12601,New York,Poughkeepsie,101483
12571,New York,Red Hook,101004
12572,New York,Rhinebeck,83986
12590,New York,Wappingers Falls,100057
12590,New York,Wappingers Falls,92507
12422,New York,Durham,67997
12545,New York,Millbrook,89591
12508,New York,Beacon,96291
12601,New York,Poughkeepsie,48809
12601,New York,Poughkeepsie,81028
14220,New York,Buffalo,59820
12603,New York,Poughkeepsie,90824
12603,New York,Poughkeepsie,82918
14220,New York,Buffalo,41098
14220,New York,Buffalo,101259
14220,New York,Buffalo,64223
14204,New York,Buffalo,26724
14212,New York,Buffalo,27866
14206,New York,Buffalo,19808
14211,New York,Buffalo,16363
14211,New York,Buffalo,32779
14206,New York,Buffalo,38358
14208,New York,Buffalo,34820
14211,New York,Buffalo,26055
14211,New York,Buffalo,34956
14214,New York,Buffalo,34645
14215,New York,Buffalo,46912
14215,New York,Buffalo,47954
14214,New York,Buffalo,56471
14216,New York,Buffalo,88980
14216,New York,Buffalo,57190
14209,New York,Buffalo,87192
14211,New York,Buffalo,23979
14207,New York,Buffalo,24168
14207,New York,Buffalo,31180
14213,New York,Buffalo,34713
14213,New York,Buffalo,51199
14213,New York,Buffalo,27784
14201,New York,Buffalo,57330
14213,New York,Buffalo,20812
14202,New York,Buffalo,37906
14072,New York,Grand Island,89553
14150,New York,Tonawanda,55428
14215,New York,Buffalo,20293
14150,New York,Tonawanda,70696
14150,New York,Tonawanda,91214
14223,New York,Buffalo,57037
14223,New York,Buffalo,62690
14223,New York,Buffalo,96926
14150,New York,Tonawanda,30977
14217,New York,Kenmore,91650
14217,New York,Buffalo,65878
14221,New York,Williamsville,79741
14221,New York,Williamsville,115435
14208,New York,Buffalo,40716
14228,New York,Amherst,89223
14221,New York,Williamsville,114258
14226,New York,Amherst,58134
14226,New York,Amherst,78447
14226,New York,Amherst,105728
14221,New York,Williamsville,82440
14043,New York,Depew,55138
14225,New York,Cheektowaga,61193
14225,New York,Cheektowaga,66160
14215,New York,Buffalo,41345
14207,New York,Buffalo,0
14225,New York,Cheektowaga,57744
14224,New York,West Seneca,56268
14206,New York,Cheektowaga,36362
14224,New York,West Seneca,72595
14224,New York,West Seneca,51796
14218,New York,Lackawanna,70152
14218,New York,Lackawanna,35103
14219,New York,Blasdell,64622
14075,New York,Hamburg,53320
14085,New York,Lake View,86803
14213,New York,Buffalo,37913
14075,New York,Hamburg,94674
14127,New York,Orchard Park,100901
14127,New York,Orchard Park,68358
14052,New York,East Aurora,77128
14086,New York,Lancaster,134029
14086,New York,Lancaster,92000
14086,New York,Lancaster,63834
14221,New York,Williamsville,118619
14031,New York,Clarence,83414
14004,New York,Alden,66095
14150,New York,Tonawanda,58682
14052,New York,East Aurora,84167
14075,New York,Hamburg,81855
14047,New York,Derby,72810
14006,New York,Angola,76462
14141,New York,Springville,65235
14220,New York,Buffalo,38268
14206,New York,Buffalo,42461
14215,New York,Buffalo,46684
14224,New York,West Seneca,73698
14070,New York,Gowanda,74949
14223,New York,Buffalo,81438
12946,New York,Lake Placid,71151
12932,New York,Elizabethtown,67668
12974,New York,Port Henry,96328
12870,New York,Schroon Lake,47166
12937,New York,Fort Covington,46446
12953,New York,Malone,44806
12980,New York,St Regis Falls,108132
12983,New York,Saranac Lake,86262
12025,New York,Broadalbin,65562
13452,New York,St Johnsville,58706
14051,New York,East Amherst,95585
12078,New York,Gloversville,47579
12078,New York,Gloversville,67288
12095,New York,Johnstown,80067
12025,New York,Broadalbin,64742
14058,New York,Elba,46049
14020,New York,Batavia,54259
14806,New York,Andover,55285
14020,New York,Batavia,32134
14482,New York,Le Roy,63709
14525,New York,Pavilion,60369
12045,New York,Coeymans,99090
14228,New York,Amherst,5000
12485,New York,Tannersville,65669
12413,New York,Cairo,70839
12015,New York,Athens,60693
12414,New York,Catskill,67640
13439,New York,Richfield Springs,64309
13340,New York,Frankfort,70075
13407,New York,Mohawk,42490
13475,New York,Van Hornesville,69317
13357,New York,Ilion,73469
13416,New York,Newport,68238
14226,New York,Amherst,93675
13420,New York,Old Forge,96425
13622,New York,Chaumont,59350
13656,New York,La Fargeville,83940
13637,New York,Evans Mills,0
13612,New York,Black River,117568
13612,New York,Black River,66154
13601,New York,Watertown,55087
13634,New York,Dexter,70621
13601,New York,Watertown,66532
13601,New York,Watertown,83765
14225,New York,Cheektowaga,55280
11201,New York,Brooklyn,86787
11201,New York,Brooklyn,95907
11201,New York,Brooklyn,136668
11220,New York,Brooklyn,47261
11217,New York,Brooklyn,84742
11217,New York,Brooklyn,61384
11217,New York,Brooklyn,116604
11201,New York,Brooklyn,125893
11209,New York,Brooklyn,0
11209,New York,Brooklyn,83499
14225,New York,Cheektowaga,51428
11209,New York,Brooklyn,64097
11231,New York,Brooklyn,72424
11209,New York,Brooklyn,81649
11209,New York,Brooklyn,82282
11209,New York,Brooklyn,49204
11217,New York,Brooklyn,25154
11231,New York,Brooklyn,159813
11220,New York,Brooklyn,54610
11232,New York,Brooklyn,59226
11232,New York,Brooklyn,37734
14206,New York,Cheektowaga,62313
11220,New York,Brooklyn,34886
11220,New York,Brooklyn,60059
11220,New York,Brooklyn,49476
11220,New York,Brooklyn,70820
11215,New York,Brooklyn,80681
11209,New York,Brooklyn,59495
11217,New York,Brooklyn,124185
11228,New York,Brooklyn,92798
11215,New York,Brooklyn,142939
11209,New York,Brooklyn,92449
14224,New York,West Seneca,81668
11228,New York,Brooklyn,84291
11215,New York,Brooklyn,83334
11228,New York,Brooklyn,94679
11215,New York,Brooklyn,133294
11215,New York,Brooklyn,124424
11217,New York,Brooklyn,118734
11215,New York,Brooklyn,101767
11214,New York,Brooklyn,0
11215,New York,Brooklyn,124552
11214,New York,Brooklyn,0
14075,New York,Hamburg,82487
11214,New York,Brooklyn,57414
11228,New York,Brooklyn,95780
11228,New York,Brooklyn,75968
11205,New York,Brooklyn,64925
11219,New York,Brooklyn,56729
11238,New York,Brooklyn,71061
11228,New York,Brooklyn,105002
11238,New York,Brooklyn,98324
11205,New York,Brooklyn,65324
11238,New York,Brooklyn,49970
14127,New York,Orchard Park,102294
11219,New York,Brooklyn,63636
11216,New York,Brooklyn,67844
11216,New York,Brooklyn,89025
10002,New York,New York,73121
11219,New York,Brooklyn,31285
11204,New York,Brooklyn,47472
11205,New York,Brooklyn,76176
11216,New York,Brooklyn,71584
11204,New York,Brooklyn,61235
11204,New York,Brooklyn,52292
14086,New York,Lancaster,90787
11206,New York,Brooklyn,26673
11206,New York,Brooklyn,62222
11228,New York,Brooklyn,78804
11216,New York,Brooklyn,68875
11204,New York,Brooklyn,61680
11214,New York,Brooklyn,72333
11233,New York,Brooklyn,57504
11221,New York,Brooklyn,58928
11214,New York,Brooklyn,0
11206,New York,Brooklyn,99738
14001,New York,Akron,60617
11206,New York,Brooklyn,36631
11214,New York,Brooklyn,61977
11221,New York,Brooklyn,88046
11214,New York,Brooklyn,70742
11214,New York,Brooklyn,91310
11214,New York,Brooklyn,0
10473,New York,Bronx,30247
11213,New York,Brooklyn,33089
11203,New York,Brooklyn,49176
11216,New York,Brooklyn,61439
11225,New York,Brooklyn,54976
14075,New York,Hamburg,82710
11224,New York,Brooklyn,53633
11224,New York,Brooklyn,56102
11203,New York,Brooklyn,42578
11224,New York,Brooklyn,95005
11213,New York,Brooklyn,27137
11224,New York,Brooklyn,19928
11224,New York,Brooklyn,61091
11224,New York,Brooklyn,0
11213,New York,Brooklyn,57966
11224,New York,Brooklyn,66646
14111,New York,North Collins,68373
11235,New York,Brooklyn,65950
11235,New York,Brooklyn,52247
11235,New York,Brooklyn,77740
11233,New York,Brooklyn,47378
11221,New York,Brooklyn,62648
11233,New York,Brooklyn,25383
11221,New York,Brooklyn,27004
11223,New York,Brooklyn,67932
11206,New York,Brooklyn,54724
11221,New York,Brooklyn,40142
14209,New York,Buffalo,26968
11221,New York,Brooklyn,47778
11207,New York,Brooklyn,39345
11207,New York,Brooklyn,0
11207,New York,Brooklyn,29406
11223,New York,Brooklyn,55517
11223,New York,Brooklyn,46868
11237,New York,Brooklyn,66517
11206,New York,Brooklyn,58993
11204,New York,Brooklyn,49779
11237,New York,Brooklyn,55790
14001,New York,Akron,105484
11204,New York,Brooklyn,59701
11237,New York,Brooklyn,40674
11204,New York,Brooklyn,50234
11230,New York,Brooklyn,72847
11204,New York,Brooklyn,80586
11237,New York,Brooklyn,74514
11218,New York,Brooklyn,55584
11204,New York,Brooklyn,61580
11204,New York,Brooklyn,69498
11230,New York,Brooklyn,37898
12974,New York,Port Henry,60607
11218,New York,Brooklyn,56018
11206,New York,Brooklyn,39877
11218,New York,Brooklyn,61917
11211,New York,Brooklyn,73987
11218,New York,Brooklyn,91731
11218,New York,Brooklyn,112644
11226,New York,Brooklyn,58577
11203,New York,Brooklyn,56072
11211,New York,Brooklyn,104162
10003,New York,New York,45033
12953,New York,Malone,44669
11211,New York,Brooklyn,109349
11211,New York,Brooklyn,42862
11211,New York,Brooklyn,58081
11206,New York,Brooklyn,67886
11211,New York,Brooklyn,45769
11205,New York,Brooklyn,40123
27244,North Carolina,Elon,89973
27591,North Carolina,Wendell,67438
28391,North Carolina,Stedman,43538
28792,North Carolina,Hendersonville,38120
27865,North Carolina,Pinetown,30468
27012,North Carolina,Clemmons,97561
28320,North Carolina,Bladenboro,38588
28329,North Carolina,Clinton,34778
27505,North Carolina,Broadway,60384
27215,North Carolina,Burlington,54337
27229,North Carolina,Candor,48937
27513,North Carolina,Cary,106139
28430,North Carolina,Cerro Gordo,50908
27817,North Carolina,Chocowinity,37466
27521,North Carolina,Coats,43967
28613,North Carolina,Conover,54925
28697,North Carolina,Wilkesboro,30370
28436,North Carolina,Delco,52827
28655,North Carolina,Morganton,40787
27018,North Carolina,East Bend,48669
27909,North Carolina,Elizabeth City,53950
28383,North Carolina,Rowland,33420
28438,North Carolina,Evergreen,56740
28041,North Carolina,Faith,57544
27030,North Carolina,Mount Airy,31455
28734,North Carolina,Franklin,41421
27890,North Carolina,Weldon,30472
28655,North Carolina,Morganton,51090
28630,North Carolina,Granite Falls,50050
28073,North Carolina,Grover,51913
28458,North Carolina,Rose Hill,48716
28079,North Carolina,Indian Trail,59191
28741,North Carolina,Highlands,84048
27806,North Carolina,Aurora,41171
28743,North Carolina,Hot Springs,39216
27845,North Carolina,Jackson,51104
28341,North Carolina,Faison,35652
27021,North Carolina,King,57843
28551,North Carolina,La Grange,40726
27820,North Carolina,Conway,46465
27023,North Carolina,Lewisville,86762
28097,North Carolina,Locust,60411
28358,North Carolina,Lumberton,46190
28650,North Carolina,Maiden,52208
28579,North Carolina,Smyrna,50700
27302,North Carolina,Mebane,67397
28001,North Carolina,Albemarle,52962
27559,North Carolina,Moncure,34770
28119,North Carolina,Morven,28179
28659,North Carolina,North Wilkesboro,54835
28657,North Carolina,Newland,41915
28451,North Carolina,Leland,49049
28762,North Carolina,Old Fort,39252
28133,North Carolina,Peachland,40904
27889,North Carolina,Washington,52154
28135,North Carolina,Polkton,40595
28546,North Carolina,Jacksonville,66820
27868,North Carolina,Red Oak,88545
27847,North Carolina,Kelford,37437
28138,North Carolina,Rockwell,54695
28772,North Carolina,Rosman,34685
28671,North Carolina,Rutherford College,58971
28773,North Carolina,Saluda,56556
27845,North Carolina,Jackson,35270
28459,North Carolina,Shallotte,54149
27807,North Carolina,Bailey,56454
28461,North Carolina,Southport,58183
28390,North Carolina,Spring Lake,43156
28391,North Carolina,Stedman,66487
27358,North Carolina,Summerfield,120146
28463,North Carolina,Tabor City,36077
27050,North Carolina,Tobaccoville,0
28110,North Carolina,Monroe,71695
28150,North Carolina,Shelby,35680
27107,North Carolina,Winston-salem,67355
27920,North Carolina,Buxton,35595
27375,North Carolina,Wentworth,59932
28392,North Carolina,Tar Heel,33004
27985,North Carolina,Winfall,47876
27055,North Carolina,Yadkinville,43692
28739,North Carolina,Hendersonville,57073
27910,North Carolina,Ahoskie,54071
28377,North Carolina,Red Springs,30673
28625,North Carolina,Statesville,40174
28462,North Carolina,Supply,45625
28625,North Carolina,Statesville,55177
28117,North Carolina,Mooresville,106274
28117,North Carolina,Mooresville,93463
28779,North Carolina,Sylva,50392
27597,North Carolina,Zebulon,56866
27593,North Carolina,Wilson's Mills,64080
27504,North Carolina,Benson,69927
27330,North Carolina,Sanford,40452
28501,North Carolina,Kinston,40126
28551,North Carolina,La Grange,41172
28420,North Carolina,Ash,47866
